"indx","location","datetime","watertemp_C","airtemp_C","rain_in","raindays","windspeed_mph","flow_cfs","par_uE","lg_prb_R2_pct","lg_prb_R3_pct","lg_prb_R4_pct","li_conc_LF_cfu","lg_prb_LF_pct","cso_CP","cyano_NewtonYC","cyano_WatertownYC","cyano_CommRowing","cyano_CRCK","cyano_HarvardWeld","cyano_RiversideBC","cyano_CRYC","cyano_UnionBC","cyano_CommBoating","cyano_CRCKKendall"
"2172","Charles","2018-08-03 17:00:00","28.97","31.27","0.00","7.75","217.20","102.00","807.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2173","Charles","2018-08-03 18:00:00","28.66","30.59","0.00","7.79","217.20","101.50","235.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2174","Charles","2018-08-03 19:00:00","28.49","29.01","0.00","7.83","217.20","98.30","34.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2175","Charles","2018-08-03 20:00:00","28.29","28.12","0.00","7.88","217.20","97.80","2.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2176","Charles","2018-08-03 21:00:00","28.10","27.51","0.00","7.92","217.20","97.80","1.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2177","Charles","2018-08-03 22:00:00","27.92","26.68","0.00","7.96","217.20","97.80","1.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2178","Charles","2018-08-03 23:00:00","27.78","25.70","0.00","8.00","217.20","97.80","1.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2179","Charles","2018-08-04 00:00:00","27.68","25.38","0.00","8.04","217.20","97.80","1.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2180","Charles","2018-08-04 01:00:00","27.56","25.44","0.00","8.08","217.20","97.80","1.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2181","Charles","2018-08-04 02:00:00","27.41","25.22","0.00","8.13","217.20","97.80","1.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2182","Charles","2018-08-04 03:00:00","27.36","24.68","0.00","8.17","217.20","96.80","1.00","0.500","0.500","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2183","Charles","2018-08-04 04:00:00","27.32","24.27","0.00","8.21","217.20","97.30","1.00","0.510","0.510","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2184","Charles","2018-08-04 05:00:00","27.20","24.11","0.00","8.25","217.20","95.80","7.00","0.510","0.510","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2185","Charles","2018-08-04 06:00:00","27.19","24.53","0.00","8.29","217.20","95.80","156.00","0.510","0.510","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2186","Charles","2018-08-04 07:00:00","27.28","26.06","0.00","8.33","217.20","95.80","543.00","0.510","0.510","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2187","Charles","2018-08-04 08:00:00","27.51","26.68","0.00","8.38","217.20","95.80","469.00","0.510","0.510","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2188","Charles","2018-08-04 09:00:00","27.66","27.68","0.00","8.42","217.20","96.30","1010.00","0.510","0.510","0.370","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2189","Charles","2018-08-04 10:00:00","27.53","27.04","0.00","8.46","217.20","96.30","223.00","0.510","0.510","0.380","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2190","Charles","2018-08-04 11:00:00","26.78","23.42","0.11","8.50","217.20","125.80","78.00","0.510","0.520","0.390","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2191","Charles","2018-08-04 12:00:00","26.46","23.26","0.02","8.54","217.20","137.80","293.00","0.520","0.520","0.400","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2192","Charles","2018-08-04 13:00:00","26.32","23.62","0.01","8.58","217.20","140.50","372.00","0.520","0.530","0.410","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2193","Charles","2018-08-04 14:00:00","26.56","23.33","0.02","8.63","217.20","140.00","363.00","0.520","0.530","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2194","Charles","2018-08-04 15:00:00","26.96","24.37","0.02","8.67","217.20","141.00","641.00","0.520","0.530","0.420","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2195","Charles","2018-08-04 16:00:00","27.26","25.10","0.04","0.00","217.20","142.00","793.00","0.960","0.990","0.990","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2196","Charles","2018-08-04 17:00:00","27.37","26.12","0.04","0.00","217.20","140.00","694.00","0.960","0.990","0.990","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2197","Charles","2018-08-04 18:00:00","27.12","26.09","0.04","0.00","217.20","139.30","256.00","0.960","0.990","0.990","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2198","Charles","2018-08-04 19:00:00","26.90","25.07","0.04","0.00","217.20","137.80","35.00","0.960","0.990","0.990","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2199","Charles","2018-08-04 20:00:00","26.85","24.82","0.05","0.00","217.20","136.30","2.00","0.960","0.990","0.990","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2200","Charles","2018-08-04 21:00:00","26.80","24.66","0.06","0.00","217.20","134.00","1.00","0.960","0.990","0.990","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2201","Charles","2018-08-04 22:00:00","26.75","23.74","0.05","0.00","217.20","134.00","1.00","0.960","0.990","0.990","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2202","Charles","2018-08-04 23:00:00","26.73","23.26","0.06","0.00","217.20","134.00","1.00","0.960","0.990","0.990","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2203","Charles","2018-08-05 00:00:00","26.71","23.17","0.05","0.04","217.20","134.00","1.00","0.740","0.820","0.860","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2204","Charles","2018-08-05 01:00:00","26.67","23.02","0.00","0.08","217.20","132.00","1.00","0.710","0.790","0.820","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2205","Charles","2018-08-05 02:00:00","26.61","22.72","0.00","0.13","217.20","132.00","1.00","0.690","0.760","0.800","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2206","Charles","2018-08-05 03:00:00","26.53","22.22","0.00","0.17","217.20","132.00","1.00","0.680","0.750","0.780","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2207","Charles","2018-08-05 04:00:00","26.49","21.82","0.00","0.21","217.20","132.00","1.00","0.670","0.730","0.770","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2208","Charles","2018-08-05 05:00:00","26.44","21.69","0.00","0.25","217.20","132.00","6.00","0.660","0.720","0.760","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2209","Charles","2018-08-05 06:00:00","26.41","21.86","0.00","0.29","217.20","131.50","145.00","0.660","0.710","0.750","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2210","Charles","2018-08-05 07:00:00","26.58","23.07","0.00","0.33","217.20","131.00","520.00","0.650","0.710","0.740","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2211","Charles","2018-08-05 08:00:00","26.90","25.16","0.00","0.38","217.20","131.50","921.00","0.650","0.700","0.720","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2212","Charles","2018-08-05 09:00:00","27.31","25.73","0.00","0.42","217.20","131.50","1276.00","0.640","0.690","0.710","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2213","Charles","2018-08-05 10:00:00","27.58","27.11","0.00","0.46","217.20","131.00","1566.00","0.640","0.680","0.700","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2214","Charles","2018-08-05 11:00:00","27.98","28.66","0.00","0.50","217.20","132.00","1768.00","0.630","0.670","0.690","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2215","Charles","2018-08-05 12:00:00","28.39","29.47","0.00","0.54","217.20","132.00","1887.00","0.620","0.670","0.690","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2216","Charles","2018-08-05 13:00:00","28.82","30.78","0.00","0.58","217.20","132.00","1909.00","0.620","0.660","0.680","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2217","Charles","2018-08-05 14:00:00","29.15","31.61","0.00","0.63","217.20","132.00","1629.00","0.610","0.660","0.670","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2218","Charles","2018-08-05 15:00:00","29.52","30.53","0.00","0.67","217.20","131.50","1482.00","0.610","0.650","0.670","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2219","Charles","2018-08-05 16:00:00","29.12","30.45","0.00","0.71","217.20","132.00","973.00","0.600","0.650","0.660","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2220","Charles","2018-08-05 17:00:00","28.76","30.11","0.00","0.75","217.20","132.00","552.00","0.600","0.650","0.660","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2221","Charles","2018-08-05 18:00:00","28.79","30.26","0.00","0.79","217.20","132.00","285.00","0.590","0.640","0.660","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2222","Charles","2018-08-05 19:00:00","28.75","28.82","0.00","0.83","217.20","132.00","88.00","0.590","0.640","0.650","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2223","Charles","2018-08-05 20:00:00","28.62","27.99","0.00","0.88","217.20","132.00","2.00","0.590","0.640","0.650","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2224","Charles","2018-08-05 21:00:00","28.42","28.42","0.00","0.92","217.20","132.00","1.00","0.580","0.640","0.650","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2225","Charles","2018-08-05 22:00:00","28.31","28.24","0.00","0.96","217.20","132.00","1.00","0.580","0.630","0.640","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2226","Charles","2018-08-05 23:00:00","28.13","27.68","0.00","1.00","217.20","132.00","1.00","0.580","0.630","0.640","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2227","Charles","2018-08-06 00:00:00","27.85","27.06","0.00","1.04","217.20","133.50","1.00","0.570","0.630","0.640","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2228","Charles","2018-08-06 01:00:00","27.73","26.35","0.00","1.08","217.20","134.00","1.00","0.570","0.630","0.630","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2229","Charles","2018-08-06 02:00:00","27.63","25.83","0.00","1.13","217.20","134.80","1.00","0.570","0.620","0.630","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2230","Charles","2018-08-06 03:00:00","27.59","25.15","0.00","1.17","217.20","137.00","1.00","0.560","0.620","0.630","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2231","Charles","2018-08-06 04:00:00","27.51","24.51","0.00","1.21","217.20","137.00","1.00","0.560","0.620","0.630","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2232","Charles","2018-08-06 05:00:00","27.41","24.09","0.00","1.25","217.20","137.80","5.00","0.560","0.620","0.620","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2233","Charles","2018-08-06 06:00:00","27.35","24.23","0.00","1.29","217.20","137.00","132.00","0.560","0.620","0.620","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2234","Charles","2018-08-06 07:00:00","27.43","25.06","0.00","1.33","217.20","137.00","483.00","0.550","0.610","0.620","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2235","Charles","2018-08-06 08:00:00","27.60","26.62","0.00","1.38","217.20","139.30","864.00","0.550","0.610","0.610","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2236","Charles","2018-08-06 09:00:00","27.81","28.34","0.00","1.42","217.20","140.00","1157.00","0.550","0.610","0.610","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2237","Charles","2018-08-06 10:00:00","28.06","29.97","0.00","1.46","217.20","140.00","1525.00","0.550","0.600","0.600","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2238","Charles","2018-08-06 11:00:00","28.48","30.87","0.00","1.50","217.20","140.00","1749.00","0.540","0.590","0.580","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2239","Charles","2018-08-06 12:00:00","29.10","31.88","0.00","1.54","217.20","140.00","1809.00","0.540","0.590","0.570","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2240","Charles","2018-08-06 13:00:00","29.70","32.27","0.00","1.58","217.20","141.00","1799.00","0.540","0.580","0.560","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2241","Charles","2018-08-06 14:00:00","30.15","33.35","0.00","1.63","217.20","142.00","1673.00","0.540","0.570","0.550","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2242","Charles","2018-08-06 15:00:00","30.19","33.17","0.00","1.67","217.20","142.00","1436.00","0.540","0.570","0.540","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2243","Charles","2018-08-06 16:00:00","30.27","33.02","0.00","1.71","217.20","142.00","1146.00","0.540","0.570","0.540","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2244","Charles","2018-08-06 17:00:00","30.05","32.99","0.00","1.75","217.20","144.30","689.00","0.530","0.570","0.540","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2245","Charles","2018-08-06 18:00:00","29.80","32.63","0.00","1.79","217.20","144.30","273.00","0.530","0.570","0.540","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2246","Charles","2018-08-06 19:00:00","29.63","31.73","0.00","1.83","217.20","143.50","84.00","0.530","0.570","0.540","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2247","Charles","2018-08-06 20:00:00","29.51","30.75","0.00","1.88","217.20","145.00","2.00","0.530","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2248","Charles","2018-08-06 21:00:00","29.38","29.82","0.00","1.92","217.20","145.00","1.00","0.530","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2249","Charles","2018-08-06 22:00:00","29.19","28.95","0.00","1.96","217.20","145.00","1.00","0.530","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2250","Charles","2018-08-06 23:00:00","29.08","28.09","0.00","2.00","217.20","145.00","1.00","0.530","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2251","Charles","2018-08-07 00:00:00","28.97","27.49","0.00","2.04","217.20","145.00","1.00","0.530","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2252","Charles","2018-08-07 01:00:00","28.81","26.91","0.00","2.08","217.20","146.50","1.00","0.530","0.560","0.530","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2253","Charles","2018-08-07 02:00:00","28.68","26.41","0.00","2.13","217.20","147.00","1.00","0.520","0.560","0.520","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2254","Charles","2018-08-07 03:00:00","28.53","26.13","0.00","2.17","217.20","147.00","1.00","0.520","0.560","0.520","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2255","Charles","2018-08-07 04:00:00","28.36","25.83","0.00","2.21","217.20","147.80","1.00","0.520","0.560","0.520","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2256","Charles","2018-08-07 05:00:00","28.22","25.44","0.00","2.25","217.20","150.00","4.00","0.520","0.560","0.520","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2257","Charles","2018-08-07 06:00:00","28.11","25.51","0.00","2.29","217.20","150.00","118.00","0.520","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2258","Charles","2018-08-07 07:00:00","28.18","26.48","0.00","2.33","217.20","150.00","450.00","0.520","0.550","0.520","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2259","Charles","2018-08-07 08:00:00","28.40","27.65","0.00","2.38","217.20","150.00","835.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2260","Charles","2018-08-07 09:00:00","28.61","28.86","0.00","2.42","217.20","151.50","1211.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2261","Charles","2018-08-07 10:00:00","28.75","30.43","0.00","2.46","217.20","150.80","1512.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2262","Charles","2018-08-07 11:00:00","29.26","31.42","0.00","2.50","217.20","150.00","1787.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2263","Charles","2018-08-07 12:00:00","29.53","31.74","0.00","2.54","217.20","153.00","1455.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2264","Charles","2018-08-07 13:00:00","29.85","32.10","0.00","2.58","217.20","152.30","1564.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2265","Charles","2018-08-07 14:00:00","30.11","32.74","0.00","2.63","217.20","153.00","1811.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2266","Charles","2018-08-07 15:00:00","30.26","32.97","0.00","2.67","217.20","152.30","1135.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2267","Charles","2018-08-07 16:00:00","30.00","32.19","0.00","2.71","217.20","150.00","626.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2268","Charles","2018-08-07 17:00:00","29.73","32.23","0.00","2.75","217.20","152.30","692.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2269","Charles","2018-08-07 18:00:00","29.40","30.79","0.00","2.79","217.20","150.80","177.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2270","Charles","2018-08-07 19:00:00","29.25","29.43","0.00","2.83","217.20","150.80","37.00","0.520","0.550","0.510","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2271","Charles","2018-08-07 20:00:00","29.03","28.62","0.00","2.88","217.20","150.80","1.00","0.520","0.550","0.500","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2272","Charles","2018-08-07 21:00:00","28.86","27.85","0.00","2.92","217.20","147.00","1.00","0.520","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2273","Charles","2018-08-07 22:00:00","28.70","27.24","0.00","2.96","217.20","147.80","1.00","0.520","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2274","Charles","2018-08-07 23:00:00","28.57","26.62","0.00","3.00","217.20","148.00","1.00","0.520","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2275","Charles","2018-08-08 00:00:00","28.46","26.33","0.00","3.04","217.20","147.00","1.00","0.520","0.540","0.500","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"2276","Charles","2018-08-08 01:00:00","28.40","26.10","0.00","3.08","217.20","147.00","1.00","0.520","0.540","0.490","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
